id,posX,posY,blast_name,blast_code,value,date
206,2.9623057,99.0652871,Pinto Violet,1Gvf1uCLwRbiV2nedm9BNoFzzi62oxGqcN,87.92,09/17/2023
207,49.1226502,17.5377636,Chia,16EoHtsAHNStfLwiHfVSUiMaTVUeR8FCoX,96.65,12/18/2023
208,46.96031,-71.03219,Purplestem Aster,1LC5qtSaSqPJ1bFPuW1xy9zR6qyrcUJEBz,51.49,02/11/2024
209,-12.883333,-74.466667,Pennell's Lousewort,16LDFrSEoQ4uD5fH6euVY2gQw96tH2LxrV,83.21,07/05/2023
210,24.4670098,118.0855763,New York Dewberry,1DtVDAtfKfjunwT2gzpEcAAy6rRv3R6wCr,94.99,03/20/2024
211,52.6545685,41.4475479,Shortfruit Stork's Bill,1DD6ZWFgsZzJFh2QfcB2dvnnFjmEkF2SWH,86.94,05/19/2023
212,50.4734865,2.9394741,Newberry's Twinpod,1PxDPoQntrDdjyCvTSPB8cFKN6c6TxBMMg,50.54,11/24/2023
213,32.315889,107.873926,Pinewoods Horkelia,1CHDaaRcBt4davwJfWyv1ivRoqPJwvkhB,75.89,01/18/2024
214,37.8269697,23.9667402,Avens,19owSamR529pNzQME8mUqV53NQhxu4FdYt,63.57,02/13/2024
215,-20.2513658,57.6184076,Threadleaf Ragwort,17RY4dDPmmgz7xBbj71i6ggSf8gTxMkW9C,56.62,09/30/2023
216,32.147679,114.091192,Safford's Lellingeria,18umDVPW1zVrFr7ZDGyhKqXgfU9zSEfQ8t,64.15,03/31/2024
217,39.8699419,-8.9175063,Ribbed Sedge,14qzZyLfMjitvB64FMB3ST2DKdPzHaBGYL,87.87,09/14/2023
218,31.298974,120.585289,Compact White Sage,1JoZ21z4FZJtmvQ5pZGRkHdfcph7Gx7vkv,90.69,11/07/2023
219,21.1032279,105.4969964,Texas Sunflower,1UabZ72RMwPGTTCGVmF4KpsNE3zEqzqnZ,62.77,04/16/2023
220,-17.2425,-70.4083333,California Tickseed,1DwqkPnwUKtJeUHHrL7VgqDE9CmCRechNN,92.07,02/21/2024
221,43.61812,118.05545,Caryopteris,13KcCf9VW51QxEtcHCt2EsurQMAfkLXbNC,95.99,09/03/2023
222,42.040521,119.2987161,Fragile Maidenhair,18YVWq9Ayi4cayZiN3B56dCvdhqeT2KGDg,53.66,01/31/2024
223,43.2916776,-0.3696612,Longstalk Phacelia,1FZtuN3mZzVvUz3c78pmwDvRtGwTCZ8er,63.91,06/18/2023
224,20.5200611,104.5917494,Hummingbird Trumpet,13PsPdPA3ktjtRNn37y5ECoduLzX9vppvC,83.0,04/26/2023
225,-7.2953035,107.0716609,Huber's Pepperweed,185adEF94SDxycy6K6yMvzpGprZRQh2AX,67.78,08/26/2023
226,63.7388395,34.3097519,Bluebill,1HMUPAfJo253Jt5Xh2batPndA4oFbRbhng,58.06,01/12/2024
227,5.5380625,46.3864672,Ridged Goosefoot,158suTVbPd8ZY1aZ5Nd6HJNsmmtGA6D2bK,66.57,02/09/2024
228,49.788203,19.70598,White-mahogany,1K2VE33TeJ2ENaa4giUaWo4XQ7NBa3Fgik,92.54,12/22/2023
229,49.8635922,18.0933139,Cylindrical Atrichum Moss,17xZGY64MYKZxHNFRrZrp5eu5CQ8aF4fag,82.44,10/05/2023
230,42.4338529,68.8129042,Dwarf Mountain Ragwort,1HvEjQGTZCLD4Powm2RMdirg3g8Bi642ec,82.56,10/16/2023
231,-2.5781167,150.8086082,Japanese Zelkova,1JRtfCU4u6uS13XLWJ4f4hEzbm2nNrdzdp,92.01,04/07/2024
232,-16.67787,46.109699,Glass Mountain Crested Coralroot,14ikPy8WtywSMdc85AAPSLEjsfuNMudfA6,59.82,05/10/2023
233,43.7745094,16.8628891,Cecidonia Lichen,1M6JLwewPAmc6rwL6tuhNLhcoEfjP2AS5E,56.99,02/26/2024
234,36.809895,116.428916,Slimspike Prairie Clover,1ELhbtDj25PBxGdcRTuJLk95xn54JppzcJ,53.78,11/13/2023
235,34.2105603,-3.9980485,Beaver Mountain Ragwort,15WafYsy6oAg3MTmLVt23MdswFwH81mcD1,86.74,08/06/2023
236,45.895779,85.349613,Jointfir,17kzA3MJ9p88znZerfCEBU9532TcoLwnfC,92.82,02/06/2024
237,37.7688197,140.7154397,Gray Nicker,1NtiaLgMRhFeKxAEd512DLVPyczdHL8iiz,76.46,03/21/2024
238,-7.6589782,110.5394227,Pinaleno Mountain Rubberweed,17qD8WsAgxBP8q9QyN7oQGsPoTSjrKDBXr,91.93,06/17/2023
239,59.1477457,10.1916192,Devil's Gut,1BdRcQC1jyVt83pZw4JBRJbmg312rFFmgy,63.71,05/28/2023
240,36.776357,119.98842,Canoparmelia Lichen,192xjxBkurt6fQMMwrn1HkeYV1FE5XBYVp,85.65,02/19/2024
241,30.4864144,-97.6722668,Colorado Tansyaster,19GzBozebge3XaTHYDCu2NTYxD891JphPq,67.32,11/22/2023
242,11.348909,106.4641459,American Bugseed,1PWAjA4xW4ZjU5imvKmdhhKKyVpKuqM5R9,75.17,08/26/2023
243,35.242057,116.087054,Fowler's Knotweed,12o942hA51rUDaVJLcFgeMx6D517VYzktE,73.87,04/21/2024
244,51.766482,55.36468,Pyxidanthera,1P829XZFmbAiH5WJz85VpukppAouSP183c,50.59,06/02/2023
245,34.68664,-6.00272,Dillenia,1G1Jk7a1N9NBHter9KLT5dWMDbx8QCgCfZ,86.4,06/16/2023
246,31.282291,116.196278,Panamint Mountain Lupine,1GuhyrmEeSd4NGs2CrhtuwkVGUniqVs7LM,80.81,07/06/2023
247,2.394682,98.4403573,Yuma Browneyes,1APwhdX7ggy5VqLwUQHuLdecveE9gqW6xB,64.14,03/08/2024
248,-6.1169676,106.9035751,Alpine Yellow Fleabane,1PQrodtdan7kVjYcuWzojdtQtqj7o5Ep3m,73.82,03/21/2024
249,-7.6150611,108.4988269,Sarawak Bean,1M3VEXBhD7ukQmZZ4rXNdn83fhKv4cN1YW,71.12,12/15/2023
250,-7.36795,108.21101,Diverseglume Wildrye,14j2EdKH9XccaPyJX4dYrewUmtDLwEn4dP,55.96,01/14/2024
251,40.0876422,-7.2389142,Highbush Blueberry,1Jkq3J2Lww74P5ufkBUQ5Fmwc17EK4FsyF,66.95,04/30/2023
252,33.307049,62.136421,Hyssop Loosestrife,12wpNCEK7pVWcEbQaax2AMUD9EHEVSkJq7,58.48,07/23/2023
253,41.6412644,19.705595,Garden Mignonette,17pvmTM3pApTzo6SzRmdXa4Lp6itxvyb7z,53.24,01/09/2024
254,41.837693,123.981229,Kuawawaenohu,16NqprA9aMwvBAgz8pmZXLmmqEC3HqhzNR,81.77,07/26/2023
255,26.1045921,127.6904441,Rock Bulrush,1KxcmXz5tGBuD5rWWebVEjRdoapKapUJ9a,60.1,07/05/2023
256,60.4783655,15.3710047,Sanddune Wallflower,1LvrtVkAR3jDPG3JxQxeeaDy3LBc2abN3P,84.9,12/10/2023
257,46.6328109,-1.811786,Tievine,1K2cTiF1teuVdBP55Z5PLCdrCHXfV3mhea,50.21,04/27/2023
258,56.2533676,43.1585921,Scaldweed,1oartoVpjK91AuEYqs9gCmxP4wc5nJSEu,56.98,02/23/2024
259,39.959953,116.298326,White Panicle Aster,125GKoLrxMvrGtATAsa9scGVukVstcPBJy,62.12,12/17/2023
260,9.5842063,8.713707,Hoffmann's Blacksnakeroot,1MyTss5UaBusfVFZkai6Bmm3aFPWvrpRuK,65.97,08/03/2023
261,-2.9753131,35.4504347,Foxtail Buckwheat,1N61Gqm6uYEgshByr1z3DPYHxFwJex3QoT,89.82,08/31/2023
262,57.6067536,47.9368725,Columbia River Gumweed,1FLpujkpU9WZrX216EyNQJbhuo9WYKso4p,89.29,10/17/2023
263,22.5346419,114.1237079,Vetch,1GfVymvkkJbP3kGyL1uUF4duvEBf5QNujx,77.53,04/03/2024
264,-34.990888,138.574391,German Chamomile,1DhiPMbfz3NsMnKoxT7eeXvH81h8SmeNBz,98.82,01/03/2024
265,5.0549877,-75.6789905,Kamala Tree,1Kbs5x1ACiK5v7B5ZWMHNUc9mvZ8ZvW87N,77.21,06/02/2023
266,20.7375195,106.0698963,Longleaf Aiea,1Gq31ag9cwDBVJY9TmH7U8NNHA6efNAxRH,87.67,12/17/2023
267,-8.3408114,123.6231723,Texas Bullnettle,128RSuQnPg72duRfaoVATD3vTYAUuFhf8B,81.77,09/03/2023
268,-7.0695176,108.463214,Lepuropetalon,13Hko6YirhNGt2PVw6BGDiBijQFQwE9jK6,72.71,04/29/2023
269,-12.0782503,-77.2347674,Spreading Navarretia,12wRCrBVHa2Us4drFh99wPP2KigxWFWfpN,64.6,05/08/2023
270,-7.9620331,111.4723041,Chinese Angelica Tree,1E26fWz7L2MqJPAiadwJJSE4xHe262BpfL,95.78,04/14/2023
271,52.6545685,41.4475479,Forest Colicwood,1PAYqaTRAVfoGTbiq3bdjqMDHDnXfLX7Rq,53.99,03/17/2024
272,50.6978262,36.1738669,Campsis,19yPmCkxamDov2DTRBP7jbyyTgRhkc9cL9,80.97,11/06/2023
273,-29.9132584,-51.1861921,Tropical Almond,19qiq9Z8SHNr2Fih91h7U34xX9qKuUyj5A,80.66,02/03/2024
274,39.896995,116.46662,Snow Squarestem,15ENYuV7zeZR6or6HvjD8XcdNSL29boeZz,62.7,07/14/2023
275,5.0281872,118.3157161,Wayfaringtree,1AmHbhTogZ938muwWhsbuepyBiKXkyjxoj,93.17,03/31/2024
276,37.646108,120.477813,Black Rock Wild Cabbage,1FkW53aojMbSNkvgx1WxdgngC5ws54pMro,83.4,10/23/2023
277,25.852003,98.8529872,Dwarf Checkerbloom,1NqAbNtNufWTUTB2N3v44KoPxUcypRL72j,93.68,06/09/2023
278,32.9760392,132.9645335,Alfalfa Dodder,1B8vQUxaBmSQRK8yMGjfmbwDn778Hrr2pX,65.5,10/22/2023
279,30.677233,121.015142,Island Brittleleaf,19bpX1XWryf8a3Eux1DAoiYhkXqVZQXZAo,99.0,11/01/2023
280,-19.5547969,-44.0871994,Coastal Plain Crownbeard,1DEDDo9HugLp1KKhe8Y1GCLRkMwGTwEyGi,71.62,11/21/2023
281,-7.0370275,108.2496145,Subterranean Indian Breadroot,1H1SxMzaQTvZJdCbDfr24ft6u4ecgf5Ctj,87.64,07/05/2023
282,40.8143687,-73.7419017,Rigid Didymodon Moss,19iZGSQDN1qqTtRVt1pN8Sasm4JNNQTpAY,79.72,05/23/2023
283,34.5057425,134.2087936,Netleaf Bundleflower,1BpoiSgMQPxnd6L1Y9CStWWi9hr3jksuj5,81.16,12/02/2023
284,41.240005,-7.3038414,Blackbutt,17vMHft7pJfCvmD5yLRZywC97urHXPig8w,66.74,08/09/2023
285,50.3838631,25.7085224,Smallflower Pawpaw,13vmta9it68rJXrvs54gn4pLnBSPjVuK8Y,59.16,01/25/2024
286,7.5257028,-12.5039922,Chihuahuan Arrowhead,1F3nJhwbb7JVz3D2WDCRjb2oHf8KT4sLqJ,87.5,11/29/2023
287,-20.9304923,55.5243352,Counterclockwise Nipple Cactus,1FCYxwN3csJZnnpRTsUDQQYHWHiG63Rves,53.67,07/09/2023
288,45.597839,126.637515,Amaumau Fern,12NLkM92v16p8thMQgNMqbsk7xk5ycQGJs,87.88,02/06/2024
289,16.7499304,-92.6291625,Redfuzz Saxifrage,1MTCoiRWY8DAFbQUbJ1E1KS1B66st9i3g9,80.86,04/02/2023
290,24.479833,118.089425,Punctelia,1Meno5hXqT1jgBnriCXQxoQkLgWwrAijYE,65.59,04/27/2023
291,42.611806,-71.3329476,Southern Arrowwood,12VJLZT1QCuSvfjoVUXqcsK5FjLJXS23jZ,54.85,03/21/2024
292,14.8886565,-88.2777465,Indusiella Moss,1CnogpLanZ9UcNQ25ikhVYjVgjco5Q1A5Q,93.04,11/30/2023
293,16.5154623,102.4151335,Myrrhis,1GJih33nwGFYSR36aN1rZKeu6wYRnpQTRs,68.42,04/16/2023
294,-8.1067604,111.8240676,Hall's Hawksbeard,1NYj5hPJxLCd6TU92XXgQJdrjJntSf3DPG,85.0,04/28/2024
295,-7.0431437,111.3679689,Isachne,1CCKAq4EQwrZsahJPwpQ18N3X3DUd6MQn,80.44,04/03/2024
296,37.377139,97.369751,Western White Honeysuckle,1Cp8jZSGdpsWwr5YrZzdHG1dPHoyLe5wu2,63.84,06/27/2023
297,13.3585301,121.8247013,Hartweg's Cyphomandra,1JLUsXpQXLgiQcv2ETJ1opjgBRUBscimeN,90.63,08/24/2023
298,48.6463593,1.8015218,Sticky Whiteleaf Manzanita,13xCiuZB6mczWF4YhTPRPkX1DNUazF33F2,70.75,11/20/2023
299,40.74389,19.93528,Sphagnum,1P4duAm9J5PVg4Q4ia3HTwc1z5FEuYFeME,76.87,02/15/2024
300,21.121444,106.1110501,Lapland Amphidium Moss,1ABhWT2UhTKVJvgvX5yf2h8JJCJY9XLBP8,94.42,05/20/2023
301,54.1347287,33.2921685,Smallhead Cat's Ear,1NGypGnw1CsGiHyc9MJnxab8K2kQCDYGbH,60.76,01/24/2024
302,49.5970348,16.041166,Singlehead Pussytoes,1GG5xSsFzyqBq19RHaaKtjEiuH4JBrkEra,97.84,04/06/2024
303,39.4551146,-8.4715169,Roccella Lichen,1KuPPFY6sY2zWTquvhkZRfptH7KmyXBe37,55.28,07/13/2023
304,-11.7843129,-75.4242758,African Tuliptree,1EsXGZz79qtwWpRzmUKXzTbdHSUPd8i6np,90.01,05/25/2023
305,38.7528669,48.8475015,Plains Fleabane,15kSQFQetoJ1B3NqAm1GDv5z6929Zprhgv,73.77,05/05/2023
306,13.60422,44.98578,Gummy Gooseberry,1Az5shEZeM3oA6XkABL3qun4PC2E7jcgFW,68.75,05/14/2023
307,59.1096942,11.3840397,Twotooth Buckwheat,1FVsBmxHZvjpFxobgN3EQEtbTpNHpnXJzi,76.96,02/12/2024
308,57.227222,29.161111,Eastwood's Manzanita,1NhUhuMn9vmL8wSkYnoqcah6PXb4abDdsW,65.03,01/18/2024
309,4.315132,95.9647536,Coastal Plain Heliotrope,1JK8gieBsHuXcxxabw4mESBPsCyUNqP7F7,95.63,10/26/2023
310,38.995854,117.688815,Slimstalk Spiderling,1PLxdSuc32oAcA8iKLRdCRZ2LG2vk4P6Yy,50.13,03/24/2024
311,49.8046835,73.1093826,Weak Jumby Pepper,1DvNTwQbVfDrscdoYS4g1dNtXzNLCMGyk1,92.51,12/14/2023
312,44.3200232,15.1873721,American Holly,1K1DqabB3krDhXkGuQEThywbMYjXnvPhVb,77.8,04/09/2023
313,35.3100829,46.3708668,Violet Tree,1F5UjB2atCEt7uRyydFjv1Erqxu8Bkcxwr,92.43,04/28/2023
314,35.431682,112.283403,Brachythecium Moss,1HhtxtTsYFx7KyW8eRnwdShvwtuhKkzGQ2,88.32,04/14/2024
315,32.993106,97.008784,Gray's Broomrape,1N6yczey4EGa6RaUjv3wFuigLJxp21eoK7,94.4,06/18/2023
316,45.1238884,2.9802744,Knight's-spur,1NSH7XrSnYeWqxyW87KcQRfaQ8vYHLDDos,56.91,04/09/2024
317,-15.2192781,-49.4059435,Lambstongue Ragwort,18yK7TwZbiw2UFDZSiC6S4Ldz715LAtADo,88.06,06/22/2023
318,-3.3937106,-44.3606211,Alabama Supplejack,19ntsoGw5gqKzPQBtBYN3cpJknzXh5zF61,87.91,05/23/2023
319,49.917089,19.468167,Divided Rockcress,12AEhXcr3jDjBuST6HgzDrKvr2qTmiRB5q,92.63,07/26/2023
320,36.85608,81.660646,Water Ragwort,13tKZxDHXjEbw2F1P5BzzDtN5AbEQ2VfqA,76.02,06/19/2023
321,43.6158396,45.2369958,Creeping Silverback,1JHgWyt2SpEuL2n22SqKGZMpMNYUq6JYby,63.73,06/12/2023
322,59.4048322,17.9494929,Stiff Fendlerbush,13Xk6134fiCCkmeEDyosMGG8kME8TvxE5a,67.5,04/01/2023
323,34.107815,108.602317,Erect Island Spleenwort,17Nryz32jEfTLj82wSqbAQbwFSwcg4MCWK,83.86,01/11/2024
324,14.9817467,-87.8893383,Hypotrachyna Lichen,18s4uAy3fXf7yVFG7RoEdfNBJWMgKaUGTL,77.7,04/12/2023
325,-19.3088778,-64.3031372,King's Lupine,1DyEGec7M75XTgFLtd4UHi9EFVo3JjLfpZ,71.94,04/08/2024
326,-18.7942434,-67.0464591,Mountain Owl's-clover,186ziCLHvyYKSVZgPWa7oDBh4s7PxuktPY,55.57,10/14/2023
327,45.161017,1.663862,Cowell's Sandmat,1NbHndHtyuKNn6CmbD7zqY5eUcrfVkVZAa,59.45,03/16/2024
328,29.049672,93.953264,Toad Rush,126PkcxSWx8K5Vmy3avaChzF6ry2QDB5Em,63.93,11/27/2023
329,30.356669,117.47637,Southern Woodfern,1DxBhXnKYACAv7eAhvVfLVPjz1VhmYJkh1,75.1,10/05/2023
330,42.5246357,87.5395855,Tropical Waxweed,1H5HLHTyehQuYeCWVJa7zZXPd2aZAMkiky,78.94,06/30/2023
331,49.6605765,14.4266438,Spike Sedge,161JbnNGifQswSQJBuj9Aby9MpwPeMZFVC,79.79,05/18/2023
332,48.7276331,2.281825,Angled Mistletoe,1HAFNfdZpc7gXzsXsaeTe5p1YY2eCiUU53,54.48,04/07/2024
333,62.4857735,30.6173514,False Croton,1J9xdMo1qo4JVYuEFbAojzLFWmPAaMSqFS,68.9,08/15/2023
334,44.9280296,4.8932938,Phaeographis,1KadeT83p5uiXaSHLYByYNxEUdny7DGWg8,91.29,10/04/2023
335,47.532117,7.593124,Chinese Caps,1F9m2tVBR6eWvex4BrmuBXcDwkanwUPmX2,82.86,12/17/2023
336,14.4712676,121.0441201,Kidney Lichen,153hhvUL8P6JFPFXT1sgYgJx7M1eSa9oZD,54.83,06/30/2023
337,50.4674149,15.1761989,Northern Meadowsweet,16fVgiMvCLsTpfTCTwk1JT1bnbVCzjZZda,99.52,07/12/2023
338,45.7417486,4.8867899,Simple Campion,13CkQVZHgkfPCwtfUkBsuXo7Yzk4xoQb1G,90.84,11/26/2023
339,50.2759698,19.5946634,Palailaulii,1Hfsfx5d9B7oeuMspZfDX4UxvwhAJmQhir,81.94,10/15/2023
340,-23.2400211,-51.6639768,Mexican Stonecrop,14qyVjqkFF3HXK2EEEoc5WvYuKYmmJ5Qyc,69.19,01/07/2024
341,53.1859207,22.0862303,Blackjack Oak,1AX6jKLULjcJCXQgeGpgA1NVfzazc3Hb3v,61.39,05/02/2023
342,47.221906,-1.605738,Indiangrass,1Ebr1n9yoHm7XfN9qe7kbAbLRqaZkDQ6YQ,98.49,03/14/2024
343,43.9923818,43.7706401,Marsh Milkvetch,1BZWzHjiprbqGKFzkxZyu2xmfgN8vMnugJ,63.98,11/20/2023
344,42.5448774,20.3076276,Tushar Range Beardtongue,1PoBC39HnEZz7wvEZwjeGxMRAGxpkcyRQ6,69.63,06/11/2023
345,-7.5450262,111.6556388,Yellow Avalanche-lily,1FBH3NBMkocHFcDSz35dxUMxH9Zq6zaD6G,99.24,01/19/2024
346,51.035673,18.5985286,Arctic Groundsel,1Eh44azDH4ut8mnDELKoYUXHb8oxoSFyBX,76.27,05/28/2023
347,-7.4839,108.2332,Alpine Milkvetch,1HykLK6CVxTgzDeZ7yzCphysmTPBVaXCWo,68.9,08/29/2023
348,-6.2629253,106.7826245,Florida Little Bluestem,1dZd9zFATGswJ77Nb1s55fCoPHxSCP3aN,70.56,12/26/2023
349,42.76631,129.427066,Hawk's Eye,1Cvea4Big1UQx47X13TASGNQLu3v412hDu,62.38,02/10/2024
350,28.3683182,83.2934086,Cusick's Bluegrass,1JrJaMLvFzWB9Gy7U7A7tdEFFurjr7FKnA,70.54,01/02/2024
351,-23.7981763,-48.5962748,Spiny Bucida,14QafnPTd72beRWLwG23nhsFecorQHuh9Y,85.76,05/17/2023
352,26.567944,106.714374,Florida Bitterbush,19v2PAWHLpr6PN5QwR4zRKW1EwkHkBJZAj,53.95,09/25/2023
353,48.0589455,34.6153907,Smooth Hawksbeard,12dETKH9cuaG1JsEQKoqmtBFUKRurH2tsN,85.21,06/11/2023
354,29.859178,106.410852,Sand Jointfir,167omnVqDXcJXbEFzKmJ9abemb1uxgc2pp,61.48,07/25/2023
355,40.3809227,-8.6326289,Steudel's Morning-glory,1FXEESfkciWJDCTLYaXuGufFpwBhA9sUgv,51.84,08/01/2023
356,52.3119225,19.0849647,Geysers Panicgrass,16RYxNWyt6v2n6ZPBmW62nNhgyeWkfyjmF,85.92,07/06/2023
357,59.3164285,18.0590482,Buckeye,19BfWRjGTtbDR2jXSRiLQMam6wkZx2pYoZ,71.36,05/31/2023
358,35.786026,109.459516,Frosted Indian Paintbrush,1BZ2oAbREiUfkzy1zTzbEvgHJpupz9jsds,97.18,08/22/2023
359,58.0618351,7.584995,Largeleaf Lupine,1DWTY4F4sUxZ5T1Zt715vaqVCBuLqXPrxb,90.25,08/15/2023
360,44.8568897,38.6720778,Arctodupontia,19AnNPkF4EwpH3gJRN7HAGbZR1STTYzHkY,68.78,08/03/2023
361,4.7703172,-76.0623979,Prickly Clover,14x6DYWGK6gHwywx6RxCZSxZ6rNMJ2KW3n,86.93,10/02/2023
362,50.0509609,72.9660737,Crevajosa,1FkWkThwcc4AhsQ1D8v9Rpr8dyHjdaDKMw,69.47,01/23/2024
363,24.1919524,89.9681979,Tall Fringed Bluebells,18ranzxVuRaQkJWENXoj2p9cKbmBhZ76Nd,95.93,08/05/2023
364,27.775323,108.796556,Bolander's Bruchia Moss,18KTbgyTT3byyjHp2TL5QGfdwZwhspUMFc,76.05,09/21/2023
365,14.6099284,121.0348405,Southern Sierra Pincushion,125kNgGoiehB1hjZs2yt5rz9diyyAPY26w,50.15,04/07/2023
366,31.2889778,121.3464267,Trichoramalina Lichen,1PRK68aFetwYWdTozzYRRVq8ZgkW8cjJD8,63.67,09/06/2023
367,45.3180513,42.846668,Deformed Beard Lichen,1FfyaYRgV6AfVgk75PwwDLqvYq2kCg3rnQ,83.56,10/16/2023
368,-0.5107264,-78.5717631,Dewystem Willow,19zQhuKAqrcBzLDNDmYzX6TZDNnVMn7QYU,60.9,12/16/2023
369,43.862902,3.319109,Swamp Onion,1JVHyhrNTeCW3j25ytjiRYoodEBmL3ER3x,65.38,10/23/2023
370,-7.4726134,112.6675398,Bulb Panicgrass,14mZQUEwDV8c3b51mX42tstcCne8TjCeVu,78.91,12/18/2023
371,-7.740099,-40.2884386,Carolina Primrose-willow,1JyAQMrdv1yGPcePzFinCxgDwbFkRqpKzN,90.32,12/28/2023
372,41.3108613,-8.1338719,Columbian Whitetop Aster,183HyN5Lh2jMYKo5WpqpEfP45QRAG8Xe8K,87.75,10/18/2023
373,40.175103,123.4344271,Wart Lichen,1FPrQnXmFXgs9e6arkghQupqZqRTVEGNZT,71.65,10/03/2023
374,38.7087189,-9.2280364,Sphagnum,1KNCP1bLmSJTskEYh2DUd6h69sAow7Lnrb,94.07,10/07/2023
375,29.482105,86.228141,Glade Fern,1BNNiRZz9s6PFBpppcnF8Csfmazqv22AQH,93.54,06/25/2023
376,-10.1535089,32.6362231,Guiana-chestnut,1PVVAMk97waUZhGAD57duPxgXErMK6ZZY,73.38,06/06/2023
377,54.1491581,91.8814443,Arrasa Con Todo,1DfndPZ7VHzX8P6MgrezTdir4PP9Ev35cg,96.63,02/11/2024
378,54.2042169,27.8532022,Wyoming Thistle,1K9n62GeLHmJm9Qh3PmeE2wDqckzZNatZU,97.98,04/02/2024
379,58.4789614,99.1018946,Spreading Hedgeparsley,16CYUNrz7geJehWF5uLoLMpLczkcZZtNiw,60.7,08/12/2023
380,26.241987,119.618419,Trachybryum Moss,16Z6nbxfmGZ6VPPxYrRVTPVQSo9CVw8cBJ,89.6,03/07/2024
381,19.2949759,-99.110685,Purple Broad Vetch,1KNRKobNSTFmtt8cZ1QysSNeAh85DcHTkj,77.48,10/25/2023
382,15.8800584,108.3380469,Silverleaf Sunray,1Q94jAahea4fKBGsNWTQ7D6AHjH9sR3X9h,62.35,11/14/2023
383,48.8693156,2.3501981,Dot Lichen,1H7iRjtMoKzuA1L2xF5PJc3Bug79bmN7cy,75.81,07/26/2023
384,43.368364,-1.7705346,Nylon Hedgehog Cactus,16iU5g6gUGA8UQEzJrU6HEj6LvqTGsX4LA,60.31,08/12/2023
385,-3.7690648,-49.6755397,Lobed-leaf Stingbush,16B8Hou18Qv32i8UrxMuFd5tpBS1LCRmyP,79.88,12/19/2023
386,43.8914144,20.3501652,Showy Alpine Ragwort,1BMKRmYoxLsWvdqr2ZJQ59uBb5A7yVfEVF,80.38,07/04/2023
387,18.4489182,-69.9865207,Bejuco,1MHCikWgKLACKus8RKM8wmATTwcvj7QUj3,99.69,10/23/2023
388,43.57344,44.06134,False Brome,1JKjeA8jVNo3gbTPTvUsR2AfGnb3pfn761,87.89,10/25/2023
389,25.6577006,57.7856677,Late-flowering Yellow Rattle,1Q2PqSGhjN9XR9svag4EajenJHArw6pkV4,73.73,04/19/2023
390,41.3216465,-8.4628586,Wineflower,1MhDNXhktSvLHqficeLnrCdcdKGBtjAJxu,74.54,03/23/2024
391,37.005017,114.683863,Kauai Melicope,18FbFxnxqknuoCMuW4VC8MNt9or6J1TES,65.28,10/25/2023
392,51.2334376,36.697122,Dwarf Cottonrose,16GgeoMDAJaPGpr9gLSQ2b8Xk9Ay7mDDbm,79.93,05/25/2023
393,38.944858,106.639241,Huachuca Mountain Adder's-mouth Orchid,195wEPV2i3txtvaZq1T9wRh7C8cRAz7vbH,56.05,01/06/2024
394,34.570012,38.2921653,Bracted Phyllostegia,1DBKGvDf5fyf95XCCxan2ox3P4B1svrhe6,58.58,03/13/2024
395,49.0410029,16.9171327,Toothed Clubmoss,1EfBf24aLdQ7cVfZh25jGQzqBV4MfpuQdJ,78.01,04/21/2023
396,33.4352789,43.2811579,Beard Lichen,1MLGJskzNQQmYZ25U1EFa6Qi1yf8HTTnad,73.03,08/01/2023
397,27.804365,120.738172,Manyflower Marshpennywort,1PZAXREJYeAqX1hghmYBF44oYBnRGT33GS,56.94,06/12/2023
398,56.1747295,43.5299495,Caucho Rubber,1FhDYrjmt34AyoWxvaAE7eABrc2wU3t9PH,99.37,11/12/2023
399,52.3468215,21.2540462,Porpidia Lichen,19ZSqNcBjTNRkGxJ9BTwNjFEwoWAaCFVD7,62.86,08/25/2023
400,50.7842082,-2.0098528,Roadside Brome,1M9Gey62KG2UGXdJuidHm86C4Sy41NArWK,89.58,04/14/2023
401,46.204501,47.851999,Fellhanera Lichen,191wBvRfT31LPGbVxcUK24a1TtfVz7uFWm,90.75,06/20/2023
402,32.297028,35.10999,Clubmoss Mousetail,1HWCBiTcrynM5BgUU2gBR1buD4cdBZzVsZ,72.88,05/18/2023
403,6.76667,2.16667,Eastwood's Sandwort,12hJtVkF3jkvtV8DyGietk2mGFZNPoF4Up,55.29,08/02/2023
404,44.9544161,42.0328581,Klamath Plum,1D52y1r2BuxKovfRcxim6oRKFCxdgvcaQm,89.11,02/18/2024
405,-6.7535737,107.260056,Thomson's Porpidia Lichen,1No3sLG6ShwDo99femRt6WgJeM9iFPp55L,53.23,01/07/2024
406,45.46536,-73.66585,Savanna Blazing Star,17oyn4RFL5R6k4ngSVkrQJoJETSADUQvKK,50.32,05/20/2023
407,-6.864462,111.9390257,Yellow Pond-lily,17Ty5r6WM6HLjf4ojBKiTsudA16CF61JVK,55.03,12/18/2023
408,27.756339,112.555087,Amphidium Moss,1Fg8Y6viZFLzpC6nwsSYNGQVKBnZBjSqZW,93.59,07/27/2023
409,-11.1863289,-76.6481299,Guadeloupe Bog Orchid,16TC3TGnLdFTazKEpWAJdmBUgcHdiVcwDY,92.41,09/14/2023
410,-6.9338,113.9812,Western Catchfly,113Xqz5LErp5CHpexShoJMvBqZ37bxaQVM,98.38,04/07/2023
